0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
2 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
4 ,1 
0 ,0 
0 ,0 
0 ,0 
3 ,0 
0 ,0 
2 ,0 
0 ,0 
5 ,0 
0 ,0 
0 ,0 
0 ,0 
11 ,1 
10 ,0 
0 ,0 
1 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
1 ,1 
0 ,0 
0 ,0 
5 ,1 
3 ,0 
29 ,2 
0 ,0 
0 ,0 
1 ,0 
0 ,0 
6 ,0 
30 ,4 
3 ,0 
0 ,0 
0 ,0 
0 ,0 
19 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
2 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
0 ,0 
14 ,0 
1 ,0 
0 ,0 
5 ,0 
1 ,0 
0 ,0 
7 ,1 
11 ,2 
11 ,1 
4 ,0 
6 ,1 
16 ,3 
34 ,5 
16 ,4 
3 ,0 
18 ,3 
3 ,0 
31 ,4 
3 ,0 
7 ,1 
7 ,1 
2 ,0 
2 ,0 
3 ,0 
1 ,0 
4 ,0 
1 ,0 
2 ,0 
0 ,0 
3 ,0 
5 ,1 
12 ,1 
2 ,0 
1 ,0 
14 ,5 
11 ,1 
1 ,0 
15 ,1 
31 ,4 
33 ,10 
45 ,9 
30 ,1 
3 ,1 
8 ,0 
1 ,1 
2 ,0 
3 ,1 
3 ,1 
26 ,1 
19 ,3 
31 ,6 
36 ,4 
91 ,29 
4 ,1 
19 ,6 
7 ,5 
85 ,20 
6 ,2 
1 ,0 
6 ,4 
53 ,10 
3 ,0 
55 ,26 
46 ,8 
8 ,3 
34 ,6 
68 ,21 
39 ,10 
0 ,0 
116 ,22 
2 ,1 
22 ,8 
11 ,1 
11 ,2 
11 ,4 
1 ,0 
51 ,15 
3 ,0 
11 ,5 
17 ,8 
65 ,17 
48 ,16 
4 ,3 
146 ,37 
45 ,9 
11 ,4 
6 ,4 
19 ,7 
8 ,3 
1 ,1 
43 ,8 
21 ,10 
9 ,4 
0 ,0 
9 ,4 
24 ,6 
5 ,1 
25 ,6 
1 ,1 
15 ,4 
9 ,3 
20 ,7 
1 ,0 
12 ,4 
30 ,10 
5 ,2 
20 ,10 
12 ,3 
102 ,19 
21 ,6 
18 ,6 
6 ,2 
2 ,2 
1 ,0 
1 ,1 
3 ,0 
