湖南,长沙,长沙生态动物园,4,105,2783, 0.0,亲近动物和自然，市民百姓旅游佳地
湖南,张家界,张家界,0,95,2759, 0.0,湘鄂渝黔革命根据地的发源地和中心区域
湖南,长沙,长沙世界之窗,4,128,948, 0.72,将刺激的游乐项目和各国的历史遗迹融为一体
湖南,张家界,天门山国家森林公园,5,140,928, 0.82,穿越云霄的旅行
湖南,张家界,张家界国家森林公园,5,3,870, 0.9400000000000001,三千奇峰，八百秀水
湖南,衡阳,衡山,5,40,672, 1.0,华山如立，嵩山如卧，惟有南岳衡山独如飞
湖南,张家界,张家界大峡谷,4,141,354, 0.7,飞瀑神泉比比皆是，宛如来到世外桃源
湖南,湘西,凤凰古城,4,45,122, 1.0,邂逅数个人，偶遇一座城
湖南,长沙,宁乡炭河古城,0,200,342, 0.7,第6批全国重点文物保护单位
湖南,长沙,橘子洲,4,30,54, 1.0,湘江北去，橘子洲头，看万山红遍，层林尽染
湖南,长沙,岳麓山,5,0.1,20, 0.9199999999999999,赏枫胜地，不在别处！就在这儿
湖南,长沙,长沙海底世界,4,0.1,32, 0.7,赏难得一见的大规模完整的软珊瑚族群
湖南,长沙,长沙摩天轮,0,65,198, 0.0,在这里观赏到整个长沙市的风景
湖南,岳阳,岳阳楼—君山岛景区,5,0.1,154, 1.0,未到江南先一笑，岳阳楼上对君山
湖南,张家界,黄龙洞,4,95,144, 0.8400000000000001,石柱、石幔、石花、石瀑，无奇不有异彩纷呈
湖南,长沙,靖港古镇,4,39,56, 0.0,回味历史长河，体验千年古镇
湖南,郴州,东江湖,5,75,124, 0.86,急流险滩，龙景峡谷
湖南,长沙,天心阁,4,32,10, 0.8,夜观星象之所，吉祥之兆的风水宝地
湖南,长沙,石燕湖,4,105,154, 0.74,湖南九寨人间瑶池
湖南,长沙,海立方海洋公园,0,50,122, 0.0,海底剧场和12个海洋互动舞台
湖南,岳阳,洋沙湖五彩花田,0,79,450, 0.0,绿色和五彩在融合，营造大地自然花海景观
湖南,湘潭,韶山滴水洞,5,45,80, 0.8800000000000001,三湘灵秀地，洞中别有天
湖南,张家界,张家界大峡谷玻璃桥,0,141,554, 0.0,大峡谷两侧的峰顶上，横跨大峡谷
湖南,衡阳,南岳大庙,0,20,284, 0.74,四群院落和九个建筑体组成，继承了唐宋以来的艺术精华
湖南,长沙,湖南省森林植物园,4,9,20, 0.0,畅游泛珠，尽享休闲
湖南,长沙,红太阳之夜,0,150,36, 0.0,变幻多端的舞美与热情奔放的歌舞完美糅合
湖南,衡阳,石鼓书院,3,18.8,60, 0.0,帆影点点，渔歌唱晚，石鼓江山锦绣华
湖南,长沙,关山古镇,4,42,172, 0.0,蓝脸的窦尔敦盗御马，红脸的关公战长沙
湖南,长沙,岳麓书院,0,0.1,68, 0.0,“千年学府”，4A级风景区
湖南,张家界,宝峰湖,4,88,32, 0.8,高峡平湖，风光旖旎，是山水风景杰作
湖南,长沙,风车谷童话小镇旅游区,0,30,6, 0.0,花海、星光、童话、梦境、美妙如画
湖南,张家界,土家风情园,4,50,76, 0.78,人文景观与自然景观相融合
湖南,张家界,张家界九天洞,5,130,18, 0.72,中国3D光影秀大型溶洞
湖南,岳阳,洋沙湖国际旅游度假区,0,17.8,190, 0.0,综合性一站式旅游目的地
湖南,张家界,溪布街,0,140,4, 0.0,充满遐想的民族殿堂
湖南,湘西,奇梁洞,4,54,34, 0.8,碳酸盐岩洞奇、秀、阔、幽，独具特色
湖南,张家界,十里画廊,0,228,208, 0.9800000000000001,张家界索溪峪景区内一处非去不可的景点
湖南,娄底,梅山龙宫,4,46,100, 1.0,洞内通风良好，空气清新
湖南,长沙,湖南大围山,4,60,10, 0.72,逛七星岭，观赏日出和晚霞
湖南,长沙,新华联铜官窑古镇,0,98,384, 0.0,世界釉下彩瓷的发源地
湖南,长沙,灰汤华天城温泉,0,208,18, 0.72,山谷幽深，泉水潺潺，是一处难得的世外桃园
湖南,张家界,魅力湘西,0,197.01,64, 0.74,一台原汁原味的湘西文化大餐
湖南,张家界,天门狐仙,0,165,82, 0.0,人与妖的惊天爱情
湖南,长沙,宁乡灰汤紫龙湾温泉度假区,0,88,68, 0.7,水质晶莹如玉，沸如滚汤，保健功效显著
湖南,长沙,酷贝拉长沙欢乐城,0,145,16, 0.0,孩子们可以真正感觉到自己就是这里的主人
湖南,岳阳,岳阳平江石牛寨,0,148,122, 0.0,由怪石、奇峰、石洞组成的丹霞石的世界
湖南,娄底,三联峒冰泉旅游景区,0,48.5,122, 0.0,有华山道、黄山顶、天墨、天书等奇特景观
湖南,株洲,湖南炎帝陵,4,75,22, 1.0,我们都是炎黄子孙，拜祖
湖南,株洲,株洲方特梦幻王国,0,200,60, 0.0,创造充满幻想和创意的神奇天地
湖南,长沙,刘少奇纪念馆,0,2.3,220, 0.0,与名人对话，传播红色文化
湖南,郴州,莽山森林温泉,0,121,4, 0.0,休闲疗养，避暑观光，旅游度假的全新选择
湖南,张家界,天门山索道,0,241,96, 0.0,壮观气派、通透典雅
湖南,长沙,长沙冰雪大世界,0,55,16, 0.0,不用去哈尔滨就能感受美轮美奂的冰雪大世界
湖南,张家界,黄石寨索道,0,3,10, 0.0,空中观看武陵仙境
湖南,长沙,三只熊冰雪王国,0,30,40, 0.0,体验有趣的滑雪项目
湖南,湘潭,《中国出了个毛泽东》大型实景演出,0,190,36, 0.0,成为国内大型山水实景红色演艺产品的领跑者
湖南,长沙,爱晚亭,0,68,10, 0.74,亭子古朴典雅，亭内金柱丹漆，景色宜人
湖南,长沙,田汉大剧院,0,49.9,18, 0.0,星城长沙娱乐文化的箭头标志之一
湖南,张家界,百龙天梯,0,144,138, 0.76,电梯让张家界“后花园”美景走至台前
湖南,长沙,大型歌舞《炭河千古情》,0,200,294, 0.0,宁乡文化的灵魂
湖南,常德,常德欢乐水世界,0,49,26, 0.0,梦幻绝伦的岛上水主题乐园
湖南,湘潭,韶山游客换乘中心,0,55,114, 0.0,绿色环保出行，愉悦便利畅游
湖南,湘西,王村芙蓉镇,0,80,30, 0.7,醉人王村，夜色芙蓉初上浓妆
湖南,郴州,汝城温泉福泉山庄,0,157.1,70, 0.7,泡泡温泉，放松身心
湖南,长沙,湖南省立第一师范学校旧址,0,50,24, 0.0,城南书院
湖南,湘西,边城晚会,0,90,54, 0.0,感受湘西的美，沈从文的美
湖南,常德,枫林花海,0,26,126, 0.0,各色花卉，四季花开，姹紫嫣红
湖南,娄底,三联峒冰泉景区,4,128,30, 0.0,在神象山内，开启原始森林之旅
湖南,张家界,武陵源风景名胜区,0,228,64, 1.0,世界自然遗产，张家界核心景区
湖南,长沙,长沙贝拉小镇,0,85,6, 0.0,中国青少车素质教育亲子乐园
湖南,常德,穿紫河游船,0,168,28, 0.0,“常德的金腰带”
湖南,岳阳,张谷英村,0,44.5,12, 0.74,村内保留有1700多座明清建筑
湖南,郴州,龙女温泉,0,100,30, 0.0,相传为当年天赐三龙女饮浴之甘泉
湖南,长沙,湘江橘洲之星·长沙印象游轮游,0,118,34, 0.0,一览湘江美景
湖南,长沙,铜官窑,0,98,58, 0.0,釉下彩瓷的发源地
湖南,张家界,天门洞,0,241,104, 0.0,天然穿山溶洞天门洞堪称传奇的代表
湖南,长沙,刘少奇故里门楼,0,40,70, 0.0,1998年刘少奇诞辰100周年之际建成
湖南,湘西,矮寨大桥,0,130,10, 0.0,国家4A级景区，世界十大非去不可新地标
湖南,张家界,五雷山风景区,0,55,24, 0.7,兼有旅游、观光、度假、游艺、民俗风情的风景名胜区
湖南,益阳,甜甜湾乐园海洋城,0,38,4, 0.0,自主研发的颠覆式创新乐园
湖南,张家界,张家界朝阳地缝,0,88,22, 0.0,洞穴岩质光泽亮丽，造型怪异，规模大气
湖南,娄底,冷水江波月洞,3,65,4, 0.0,乳石规模巨大，千姿百态，色泽多彩鲜明
湖南,张家界,天子山索道,0,72,110, 0.0,天子山索道是单线循环式脱挂抱索器客运索道
湖南,长沙,都正街,0,88,62, 0.0,长沙的历史文化地标和城市名片
湖南,湘潭,毛泽东同志纪念馆,0,54,8, 0.74,领略东方巨人崇高精神风范的理想场所
湖南,益阳,益阳现代农业嘉年华,0,48,6, 0.0,农耕文化为主题的现代农业嘉年华
湖南,常德,夷望溪,0,64,14, 0.72,一个与世隔绝，静谧与神秘的地方
湖南,张家界,通天大道,0,128,8, 0.0,其态势接地通天，是人们心中通天的门户
湖南,娄底,白玉堂,0,53.9,6, 0.0,又名毅勇侯第，是曾国藩的侯府
湖南,娄底,紫鹊界梯田,0,36,4, 0.9199999999999999,形成了独特的天然灌溉系统
湖南,湘西,不二门野溪温泉,0,110,14, 0.0,休闲、疗养、观光圣地
湖南,张家界,杨家界景区,0,76,60, 0.8,奇峰峻岭，风光四时皆宜
湖南,长沙,海立方酷比克海洋公园,0,50,16, 0.0,全业态综合情境互动型海洋主题乐园
湖南,岳阳,小乔墓,0,204,20, 0.0,园内建筑，覆以青色琉璃，具有江南园林风格
湖南,湘西,苗寨故事,0,88,22, 0.0,一场远古传说的不朽讴歌
湖南,娄底,海纳百川温泉酒店,0,19.9,16, 0.0,笑迎八方来客，服务天下佳宾
湖南,怀化,茂林温泉浴庄园,0,98,6, 0.0,怀化市健康养生度假庄园。
湖南,长沙,花明楼景区,5,0.1,14, 0.72,再现了刘少奇在这里学习和活动的部分场景
湖南,永州,浯溪碑林,4,0.1,93, 0.8400000000000001,百姓喜爱的湖南省景、湖南新潇湘八景
湖南,株洲,株洲方特欢乐世界,0,200,32, 0.0,您和孩子一起疯，一起涨姿势的地方
湖南,湘潭,盘龙大观园,4,76,4, 0.0,美轮美奂的长株潭“后花园”
湖南,湘潭,韶山旅游区,5,0.1,24, 0.0,怀缅伟人的丰功伟绩，珍惜和平的来之不易
湖南,张家界,张家界万福温泉冷泉冰泉水世界,4,179,4, 0.7,天然自涌温泉，泉水清澈碧透
湖南,湘西,乾州古城,4,30,8, 0.0,体验奇特的苗族风情，感悟厚重的边地文化
湖南,湘西,德夯苗寨,4,69.5,2, 0.86,天下故乡，中国德夯
湖南,郴州,苏仙岭,4,45,4, 0.82,集神话传说、秀丽风光和名胜古迹于一体
湖南,怀化,芋头古侗寨,3,70,82, 0.76,芋头侗寨堪称侗族民居“实物博物馆”
湖南,郴州,兜率岩,0,269,89, 0.72,洞中有洞，钟乳倒垂，天然物象
湖南,常德,夹山国家森林公园,4,27,4, 0.72,茶禅之源，自在夹山
湖南,长沙,千佛洞,3,78,41, 0.7,传说神奇美好，巨石寓意深厚
湖南,怀化,芙蓉楼,4,64.9,34, 0.74,内藏有一尊千年樟树根雕琢而成的超大型根雕
湖南,怀化,通道万佛山,4,70,51, 0.0,丹霞峰林地貌，绿色万里长城
湖南,湘西,红石林,4,105,14, 0.7,充满野趣和粗犷阳刚之美
湖南,长沙,湖南省博物馆,4,68,77, 0.96,湖南省博物馆馆藏文物丰富
湖南,湘西,苗人谷,0,83,77, 0.7,柔美醉人的自然风光，不同凡响的历史文化
湖南,常德,常德桃花源,4,115,20, 1.0,陶渊明《桃花源记》中所描述的世外桃源
湖南,株洲,湖南神农谷,4,50,87, 0.0,气候环境优越，能促进人体身心健康
湖南,湘西,梦幻沱江篝火晚会,0,68,56, 0.0,湘西民族特色浓厚鲜明的文化演出实体
湖南,湘潭,毛泽东同志故居,4,1.1,10, 0.78,"绿树青葱红砖古朴，,吸收领袖灵气"
湖南,张家界,张家界江垭温泉,4,95,88, 0.0,湘西惟一仿古式半露天温泉
湖南,邵阳,莨山,5,120,4, 1.0,避暑度假，探险猎奇的理想去处
湖南,常德,城头山遗址,0,60,35, 0.0,在这发现距今6500多年的水稻田遗址
湖南,邵阳,崀山国家地质公园,4,120,14, 0.0,周末坐高铁只为看石头
湖南,湘西,天下凤凰篝火晚会,0,68,61, 0.0,展现了一个古老民族的“火”“神”“情”
湖南,永州,九嶷山,4,24.9,64, 1.0,"九嶷山上白云飞,帝子乘风下翠微"
